requirement_id,sprint,module,requirement_type,user_story,requirement_title,acceptance_criteria,acceptance_source
REQ-S5-PO-006,5,Product Overview,Functional,"As a visitor, I want to browse a paginated overview of all products with search, filtering, sorting, and a price range slider, so that I can efficiently find products within my preferences and budget.",AC6 – Hierarchical category selection,Given a parent category has child categories When I check the parent category checkbox Then all child category checkboxes are also checked And unchecking all children unchecks the parent.,Sprint 5 User Stories — Product Overview — AC6 – Hierarchical category selection | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-PO-007,5,Product Overview,Functional,"As a visitor, I want to browse a paginated overview of all products with search, filtering, sorting, and a price range slider, so that I can efficiently find products within my preferences and budget.",AC7 – Brand filter,Given I check one or more brand checkboxes in the sidebar Then the product grid updates to show only products from those brands.,Sprint 5 User Stories — Product Overview — AC7 – Brand filter | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-PO-008,5,Product Overview,Functional,"As a visitor, I want to browse a paginated overview of all products with search, filtering, sorting, and a price range slider, so that I can efficiently find products within my preferences and budget.",AC8 – Combining filters,Given I have selected categories and brands Then the product grid shows only products matching both filters.,Sprint 5 User Stories — Product Overview — AC8 – Combining filters | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-PO-009,5,Product Overview,Functional,"As a visitor, I want to browse a paginated overview of all products with search, filtering, sorting, and a price range slider, so that I can efficiently find products within my preferences and budget.",AC9 – Sorting,"Given I select a sort option (Name A-Z, Name Z-A, Price High-Low, Price Low-High) Then the product grid reloads with products ordered accordingly.",Sprint 5 User Stories — Product Overview — AC9 – Sorting | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-PO-010,5,Product Overview,Functional,"As a visitor, I want to browse a paginated overview of all products with search, filtering, sorting, and a price range slider, so that I can efficiently find products within my preferences and budget.",AC10 – Price range slider,Given I am on the product overview page Then a price range slider is displayed in the sidebar with a default range of $1 to $100 and a maximum of $200.,Sprint 5 User Stories — Product Overview — AC10 – Price range slider | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-PO-011,5,Product Overview,Functional,"As a visitor, I want to browse a paginated overview of all products with search, filtering, sorting, and a price range slider, so that I can efficiently find products within my preferences and budget.",AC11 – Adjusting the price range,Given I drag the slider handles to a new minimum and maximum Then the product grid updates to show only products within the selected price range.,Sprint 5 User Stories — Product Overview — AC11 – Adjusting the price range | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-PO-012,5,Product Overview,Functional,"As a visitor, I want to browse a paginated overview of all products with search, filtering, sorting, and a price range slider, so that I can efficiently find products within my preferences and budget.",AC12 – Discount price display,Given a product has a discount (location-based or otherwise) Then the product card shows the original price with a strikethrough and the discounted price below.,Sprint 5 User Stories — Product Overview — AC12 – Discount price display | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-PO-013,5,Product Overview,Functional,"As a visitor, I want to browse a paginated overview of all products with search, filtering, sorting, and a price range slider, so that I can efficiently find products within my preferences and budget.",AC13 – Out of stock indicator,"Given a product has no stock available Then ""Out of stock"" is displayed on the product card.",Sprint 5 User Stories — Product Overview — AC13 – Out of stock indicator | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-PD-001,5,Product Detail,Functional,"As a visitor, I want to view a product's details, add it to my cart, or save it to my favorites, so that I can purchase it or come back to it later.",AC1 – Product information shown,"Given I am on the product detail page Then the product image, name, description, price, category badge, and brand badge are shown.",Sprint 5 User Stories — Product Detail — AC1 – Product information shown | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-PD-002,5,Product Detail,Functional,"As a visitor, I want to view a product's details, add it to my cart, or save it to my favorites, so that I can purchase it or come back to it later.",AC2 – Discount price display,Given the product has a discount Then the original price is shown with a strikethrough And the discounted price and discount percentage badge are displayed.,Sprint 5 User Stories — Product Detail — AC2 – Discount price display | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-PD-003,5,Product Detail,Functional,"As a visitor, I want to view a product's details, add it to my cart, or save it to my favorites, so that I can purchase it or come back to it later.",AC3 – Quantity selector,Given the product is in stock Then a quantity input field is displayed with plus (+) and minus (-) buttons And the default quantity is 1.,Sprint 5 User Stories — Product Detail — AC3 – Quantity selector | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
REQ-S5-PD-004,5,Product Detail,Functional,"As a visitor, I want to view a product's details, add it to my cart, or save it to my favorites, so that I can purchase it or come back to it later.",AC4 – Increase quantity,Given the quantity input is displayed When I click the plus button Then the quantity increases by 1.,Sprint 5 User Stories — Product Detail — AC4 – Increase quantity | https://testsmith-io.github.io/practice-software-testing/user-stories/v5.md | Application_Context.md §10
